geoid,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/11/20,8/12/20,8/13/20,8/14/20,8/15/20,8/16/20,8/17/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/25/20,8/26/20,8/27/20,8/28/20,8/29/20,8/30/20,8/31/20,9/1/20,9/2/20,9/3/20,9/4/20,9/5/20,9/6/20,9/7/20,9/8/20,9/9/20,9/10/20,9/11/20,9/12/20,9/13/20,9/14/20,9/15/20,9/16/20,9/17/20,9/18/20,9/19/20,9/20/20,9/21/20,9/22/20,9/23/20,9/24/20,9/25/20,9/26/20,9/27/20,9/28/20,9/29/20,9/30/20,10/1/20,10/2/20,10/3/20,10/4/20,10/5/20
U45055,6.228492238,0,0,0,4.706768333,4.752851711,4.797466937,8.12479688,8.125985276,11.5990058,1.681435273,0,0,5.879470848,11.91989828,5.824677216,13.58985808,6.142254617,11.94243745,4.011392354,9.945696497,9.533433752,13.89026689,18.03715654,8.165931733,10.19825406,8.062728024,10.58716412,14.87178398,6.389095943,20.84158313,3.189843538,0,0,1.661847309,0,0,0,0,0,6.511688481,0,0,0,0,0,0,0,0,0,0,0,0,1.900562567,1.83573815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.950953041,0,0,0,0,0,1.994336086,0,0,0,0,0,0,1.948482132,0,0,2.026383513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.120575948,2.106327408,0,0,0,0,0,0,0,0,0,0,0,0,2.308669052,2.317926846,0,0,0,0,0,0,0,0,2.154011847,0,2.092093977,0,0,2.077404076,0,0,0,0,0,1.956066741,0,2.105573453,0,2.08454932,2.09938488,0,2.069921964,2.089558476,2.065006402,0,0,0,2.121475698,0,0,0,2.345545809,0,0,0,0,2.319593607,0,6.955876556,0,0,0,0,0,0,0,0,0,0,2.367760572,0,0,2.246282403,0,0,0,4.533091568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.821526804,0,0,0,0,5.571754917,3.727587878,7.683147017,6.169031462,3.713124037,1.82992662,7.270612186,1.673668179,1.705204283,3.632335047,3.27203717,3.291422553,4.795933049,0,0,0,0,4.150841583,2.058841696,0,0,0,0,0,0,0,1.868181139,0,3.582688449,1.798011399,1.806456275,1.876876877,3.735455072,1.828956032,0,1.743375174,3.64126279,5.568032072,7.387297542,1.830831197,0,0,3.564998841,3.706174487,1.908761214,3.91420072,2.521622917,0,4.968944099,7.261109498,2.419081717,2.533056386,2.472371251,2.489234063,1.914535151,1.853052905,3.828557208,3.46536369,1.737287399,1.871047412,0
U45057,3.114246119,4.767050149,1.57790927,1.584133321,6.27569111,1.584283904,3.198311292,0,3.25039411,6.628003314,0,1.647989453,1.749658817,1.959823616,1.986649714,1.941559072,1.941408298,4.094836411,0,2.005696177,3.978278599,1.90668675,0,0,0,2.039650812,2.015682006,0,2.124540568,0,0,0,1.62319217,0,0,0,0,0,1.666194578,0,0,1.736171395,1.700188721,1.701085292,0,3.703840883,1.903819061,5.769452671,3.982239213,0,3.661595357,3.74665143,1.895590856,0,0,7.028888733,0,0,0,1.969007817,0,0,4.462094507,4.465614766,1.487807418,3.041223788,1.576416805,1.607174427,0,1.729505361,0,1.748343445,1.703925845,0,0,0,0,0,0,1.949849862,0,2.073269338,0,0,0,0,2.062110777,0,4.144991814,1.994336086,2.00621928,7.014713361,3.508710374,3.613043086,3.790822419,3.713192975,1.948482132,2.048466723,6.139866151,2.026383513,6.216199416,4.160945367,4.313970794,2.139083189,6.378093375,2.145416318,4.3418796,2.165580267,2.215231935,2.187657238,6.4124487,4.179990386,2.082465639,6.290626966,4.253871023,6.416700533,2.1486893,4.241151897,8.42530963,2.169668041,2.175568367,2.282062985,0,0,0,0,0,0,0,0,2.303404432,0,0,0,0,0,2.371916509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.105573453,0,2.08454932,0,0,0,0,2.065006402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.621499214,4.731040356,0,2.332851211,0,0,0,0,0,0,0,0,0,0,0,2.350065802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.843148097,0,0,0,0,0,0,0,0,4.112687641,0,0,0,0,0,0,1.636018585,1.645711276,1.59864435,1.741038007,1.744865733,3.882213638,4.040159182,2.075420792,0,0,2.020446923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.856010691,0,0,0,0,0,0,0,0,0,0,0,0,0,2.533056386,0,0,0,0,0,0,0,0,0
U45059,3.114246119,1.589016716,1.57790927,4.752399962,1.568922778,1.584283904,1.599155646,4.874878128,3.25039411,1.657000829,6.725741093,6.591957811,1.749658817,1.959823616,1.986649714,1.941559072,1.941408298,2.047418206,0,0,0,0,0,2.004128505,4.082965866,4.079301624,0,0,0,0,0,1.594921769,1.62319217,1.537893701,1.661847309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.520611894,0,0,0,0,0,0,0,1.881432146,0,1.866333215,3.736781137,1.889751876,1.873220441,1.949849862,2.090869174,2.073269338,1.949127765,1.950953041,1.887932337,4.098192697,2.062110777,2.105351804,2.072495907,1.994336086,2.00621928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.371916509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.423185034,0,0,0,0,0,0,0,0,0,0,2.246282403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.764788931,0,0,0,0,0,1.90719585,0,0,0,0,0,1.82992662,0,0,0,0,0,0,0,1.741038007,1.744865733,3.882213638,6.060238773,2.075420792,4.117683391,0,0,0,2.042108273,4.216384872,0,1.82488412,0,1.924631433,1.791344225,0,1.806456275,0,1.867727536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.853052905,0,0,0,1.871047412,0
U45061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.700188721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.949849862,2.090869174,2.073269338,1.949127765,1.950953041,1.887932337,2.049096349,2.062110777,2.105351804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.126031125,0,0,0,0,0,0,0,0,2.096875655,2.126935511,2.138900178,2.1486893,2.120575948,2.106327408,0,4.351136734,2.282062985,0,2.384131223,0,2.301337077,4.492867573,2.212340435,0,2.33535731,2.303404432,0,0,2.355934599,0,0,0,0,0,0,2.192453575,0,0,0,0,0,2.077404076,2.200607368,2.210188971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.310749607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.496317931,0,0,0,0,0,0,2.114030823,0,0,0,0,0,0,0,0,0,0,0,1.857251639,0,0,0,0,0,1.817653046,0,1.705204283,1.816167523,0,1.645711276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.820631395,0,0,0,1.87132752,1.809103408,0,1.853087243,1.908761214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U45063,6.228492238,14.30115045,1.57790927,7.920666603,6.27569111,4.752851711,7.995778229,6.499837504,8.125985276,6.628003314,3.362870546,3.295978906,10.4979529,11.7589417,3.973299428,5.824677216,9.707041488,12.28450923,7.961624968,16.04556942,15.9131144,9.533433752,7.937295367,8.016514019,6.1244488,12.23790487,8.062728024,8.469731298,10.62270284,10.64849324,4.168316625,3.189843538,8.115960849,4.613681102,3.323694619,10.33591731,3.444771698,3.339121143,3.332389156,5.089749245,4.883766361,6.944685579,5.100566163,5.103255877,7.134575939,1.851920441,3.807638122,5.769452671,1.991119607,1.892792247,3.661595357,1.873325715,1.895590856,3.801125133,1.83573815,3.514444366,6.988242282,7.216439048,7.697784962,9.845039085,6.546859144,4.839880616,2.974729671,2.977076511,7.439037091,0,1.576416805,3.214348853,4.708763008,3.459010723,3.567097096,3.496686889,5.111777535,0,0,3.73266643,5.605171705,0,0,1.949849862,0,0,0,0,0,2.049096349,0,0,2.072495907,0,0,3.507356681,0,0,1.895411209,0,0,0,0,0,6.216199416,2.080472683,4.313970794,4.278166378,4.25206225,2.145416318,2.1709398,6.496740802,4.43046387,2.187657238,2.1374829,6.269985579,4.164931279,6.290626966,4.253871023,4.277800355,6.446067899,4.241151897,4.212654815,4.339336082,6.526705102,0,2.28315715,0,4.664831833,6.904011231,11.23216893,6.637021305,4.814057047,4.670714619,11.51702216,9.234676209,6.953780539,7.067803798,11.68633867,13.98992725,2.371916509,8.767315448,4.365477802,8.725813137,6.577360724,8.616047388,6.243626298,14.64465784,2.122196048,2.066457266,2.077404076,4.401214735,6.630566913,4.229045082,8.117706748,8.05899182,9.780333705,10.57082452,16.84458762,18.80170469,14.59184524,14.69569416,18.94936309,16.55937571,25.07470172,8.260025606,10.29060673,6.316055413,8.386447501,6.364427095,8.757717739,6.862005078,9.144111192,7.036637426,9.425959091,11.67051794,7.395720343,6.703910615,9.278374429,13.9424641,6.955876556,2.310749607,2.365520178,9.692740138,6.998553632,6.795632673,0,4.739785762,4.649000465,7.160246312,7.070469008,2.367760572,4.551039913,2.239691818,4.492564805,0,0,2.423008892,4.533091568,4.688452342,2.34367676,0,0,4.992635862,2.463114855,0,0,0,4.278990158,2.105440458,0,4.124902034,0,3.682495259,3.53419332,5.294366794,3.686296194,5.464580411,4.942095119,3.685820648,3.823360734,5.72158755,3.714503278,3.727587878,0,2.056343821,1.856562018,1.82992662,16.35887742,6.694672714,3.410408567,10.89700514,4.908055756,3.291422553,4.795933049,5.223114021,10.4691944,5.823320457,6.060238773,2.075420792,6.176525087,8.231977115,2.020446923,2.015438257,2.042108273,2.108192436,4.14645271,3.64976824,1.868181139,0,3.582688449,3.596022799,1.806456275,1.876876877,3.735455072,0,0,3.486750349,3.64126279,1.856010691,5.540473156,5.492493592,1.87132752,1.809103408,0,1.853087243,0,1.95710036,2.521622917,5.025504435,4.968944099,0,4.838163433,7.599169158,2.472371251,0,0,3.706105809,1.914278604,10.39609107,3.474574799,3.742094825,6.654577518
U45065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.736171395,1.700188721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.105351804,2.096611875,0,2.189429435,0,2.286027798,7.036637426,4.712979546,4.668207175,4.930480229,2.234636872,4.639187214,2.323744016,0,0,2.365520178,0,2.332851211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U45067,0,1.589016716,0,0,0,0,0,1.624959376,1.625197055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.594921769,0,0,0,0,0,0,0,0,0,0,0,0,1.783643985,3.703840883,0,1.92315089,0,1.892792247,3.661595357,1.873325715,1.895590856,3.801125133,1.83573815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.729505361,3.567097096,1.748343445,1.703925845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28315715,2.384131223,0,0,0,0,0,0,0,0,0,4.711869199,0,0,2.371916509,0,4.365477802,2.181453284,2.192453575,0,2.081208766,2.092093977,0,2.066457266,0,2.200607368,2.210188971,2.114522541,2.029426687,6.044243865,0,2.114164905,2.105573453,2.089078299,0,2.09938488,2.105484788,0,2.089558476,2.065006402,2.058121347,2.105351804,2.096611875,2.121475698,0,0,0,0,0,0,0,0,0,2.323744016,2.318625519,2.310749607,2.365520178,2.423185034,2.332851211,2.265210891,2.302078777,4.739785762,6.973500697,4.773497542,4.713646005,2.367760572,2.275519956,2.239691818,2.246282403,2.246332862,2.350065802,2.423008892,2.266545784,2.344226171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.863793939,1.920786754,2.056343821,0,0,0,0,1.705204283,0,1.636018585,1.645711276,1.59864435,1.741038007,1.744865733,0,0,0,2.058841696,4.115988558,2.020446923,0,0,0,2.073226355,1.82488412,0,0,1.791344225,0,0,3.753753754,1.867727536,0,1.702707305,3.486750349,3.64126279,1.856010691,1.846824385,0,1.87132752,0,0,0,0,0,2.521622917,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U45069,0,0,0,0,0,0,0,0,3.25039411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62792212,0,0,0,0,0,0,0,0,0,0,0,1.895590856,0,0,0,0,0,0,0,0,0,1.487364836,0,0,0,0,1.607174427,1.569587669,1.729505361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.138900178,2.1486893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.287335026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.673668179,0,0,1.636018585,1.645711276,6.394577398,1.741038007,1.744865733,0,0,0,0,0,6.061340769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.908761214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.871047412,0
U45071,3.114246119,0,0,3.168266641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.124540568,0,2.084158313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.520611894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.887932337,2.049096349,2.062110777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.282062985,0,0,0,0,0,0,0,0,0,2.308669052,2.317926846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.210188971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.246282403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.821526804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.702707305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.840739665,0,0,0,0,0,0,0,0,0,0,0
U45073,0,0,3.15581854,1.584133321,0,0,0,0,3.25039411,0,0,0,1.749658817,5.879470848,5.959949142,3.883118144,3.882816595,2.047418206,0,4.011392354,0,5.720060251,3.968647683,4.008257009,4.082965866,6.118952435,2.015682006,4.234865649,4.249081136,4.259397295,4.168316625,0,0,4.613681102,1.661847309,0,0,0,0,1.696583082,0,3.47234279,3.400377442,1.701085292,0,0,0,0,0,0,0,0,3.791181711,0,0,1.757222183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.496686889,1.703925845,0,0,0,0,1.889751876,1.873220441,3.899699723,2.090869174,6.219808015,1.949127765,0,0,0,4.124221553,2.105351804,2.072495907,5.983008257,4.01243856,3.507356681,0,0,0,0,1.948482132,4.096933445,2.04662205,4.052767027,2.072066472,2.080472683,2.156985397,2.139083189,2.126031125,2.145416318,2.1709398,0,0,0,0,0,0,0,2.126935511,4.277800355,2.1486893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.066457266,2.077404076,2.200607368,0,0,0,0,1.956066741,2.114164905,0,2.089078299,0,4.19876976,4.210969576,4.139843928,2.089558476,2.065006402,2.058121347,0,2.096611875,2.121475698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.103281716,22.75519956,8.958767274,4.492564805,4.492665723,4.700131604,2.423008892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.841247629,0,3.529577862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.856010691,0,0,0,1.809103408,1.782499421,7.412348973,1.908761214,1.95710036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.663644379
U45075,3.114246119,6.356066866,6.311637081,7.920666603,4.706768333,3.168567807,3.198311292,1.624959376,3.25039411,4.971002486,5.044305819,3.295978906,1.749658817,9.799118079,5.959949142,7.766236288,1.941408298,8.189672823,11.94243745,8.022784709,17.90225369,11.4401205,3.968647683,4.008257009,2.041482933,4.079301624,2.015682006,4.234865649,4.249081136,12.77819189,10.42079156,3.189843538,4.869576509,1.537893701,3.323694619,3.445305771,3.444771698,0,0,0,0,1.736171395,0,0,0,1.851920441,11.42291437,7.692603562,0,0,0,1.873325715,7.582363423,0,1.83573815,0,3.494121141,3.608219524,3.848892481,3.938015634,3.273429572,3.226587078,5.949459343,2.977076511,2.975614836,3.041223788,1.576416805,3.214348853,4.708763008,8.647526807,1.783548548,1.748343445,1.703925845,9.407160731,1.828922582,9.331666076,7.473562273,11.33851125,7.492881762,1.949849862,4.181738349,8.293077354,5.847383296,5.852859122,5.66379701,2.049096349,0,2.105351804,6.21748772,3.988672171,2.00621928,3.507356681,3.508710374,3.613043086,3.790822419,0,1.948482132,6.145400168,8.186488201,4.052767027,2.072066472,4.160945367,2.156985397,2.139083189,4.25206225,4.290832636,4.3418796,8.662321069,8.860927739,0,6.4124487,2.089995193,2.082465639,0,2.126935511,2.138900178,0,0,4.212654815,0,2.175568367,0,0,0,0,0,2.246433786,0,0,0,0,0,0,0,0,0,2.371916509,0,0,2.181453284,0,2.154011847,0,6.276281931,0,0,6.232212228,4.401214735,2.210188971,0,0,6.044243865,0,4.22832981,4.211146906,0,2.08454932,0,4.210969576,0,6.268675429,12.39003841,4.116242694,4.210703609,0,0,0,0,2.286027798,2.345545809,0,0,0,0,4.639187214,0,0,0,4.731040356,0,6.998553632,0,0,4.739785762,6.973500697,0,0,2.367760572,0,0,0,8.985331446,2.350065802,2.423008892,4.533091568,2.344226171,2.34367676,0,4.789272031,2.496317931,2.463114855,0,0,2.152574479,2.139495079,2.105440458,2.114030823,4.124902034,0,0,0,0,0,0,6.589460158,0,0,0,1.857251639,0,0,0,3.713124037,3.65985324,9.088265232,5.021004536,3.410408567,1.816167523,1.636018585,1.645711276,1.59864435,8.705190034,0,0,0,0,2.058841696,8.231977115,0,0,0,4.216384872,2.073226355,5.47465236,0,0,0,0,1.806456275,1.876876877,0,3.657912064,0,1.743375174,3.64126279,3.712021381,0,0,0,0,1.782499421,0,1.908761214,0,2.521622917,0,0,14.522219,0,0,0,2.489234063,1.914535151,0,0,0,1.737287399,5.613142237,1.663644379
U45077,1.557123059,6.356066866,4.733727811,9.504799924,15.68922778,12.67427123,12.79324517,17.87455314,9.751182331,16.57000829,18.495788,9.887936717,12.24761172,15.67858893,17.87984743,15.53247258,9.707041488,14.33192744,13.93284369,12.03417706,11.9348358,19.0668675,15.87459073,12.02477103,16.33186347,6.118952435,8.062728024,12.70459695,12.74724341,12.77819189,18.75742481,0,0,3.075787402,0,0,0,0,3.332389156,5.089749245,1.62792212,0,1.700188721,0,5.350931954,3.703840883,3.807638122,1.92315089,5.97335882,11.35675348,0,0,0,0,1.83573815,0,0,0,0,0,3.273429572,1.613293539,2.974729671,2.977076511,7.439037091,9.123671365,3.152833609,3.214348853,0,0,0,8.741717223,0,0,1.828922582,3.73266643,3.736781137,5.669255627,3.746440881,3.899699723,2.090869174,4.146538677,3.898255531,3.901906081,3.775864673,4.098192697,4.124221553,4.210703609,4.144991814,9.971680428,4.01243856,3.507356681,1.754355187,1.806521543,1.895411209,1.856596487,1.948482132,2.048466723,2.04662205,2.026383513,2.072066472,2.080472683,2.156985397,2.139083189,2.126031125,2.145416318,2.1709398,6.496740802,2.215231935,4.375314476,2.1374829,6.269985579,2.082465639,2.096875655,2.126935511,4.277800355,4.297378599,2.120575948,4.212654815,2.169668041,4.351136734,0,0,0,0,0,0,2.212340435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.243626298,0,0,0,0,0,0,0,0,0,0,2.114164905,0,0,2.08454932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.369892881,4.649000465,0,0,4.735521144,0,0,0,0,0,0,0,2.344226171,0,0,0,0,2.463114855,0,0,0,0,0,0,0,0,0,3.53419332,5.294366794,3.686296194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.712021381,5.540473156,5.492493592,3.742655039,3.618206817,12.47749594,7.412348973,7.635044856,5.87130108,5.043245833,2.512752218,2.48447205,4.840739665,2.419081717,2.533056386,4.944742503,4.978468125,3.829070302,1.853052905,3.828557208,0,0,1.871047412,1.663644379
