orig_subpl,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/11/20,8/12/20,8/13/20,8/14/20,8/15/20,8/16/20,8/17/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/25/20,8/26/20,8/27/20,8/28/20,8/29/20,8/30/20,8/31/20,9/1/20,9/2/20,9/3/20,9/4/20,9/5/20,9/6/20,9/7/20,9/8/20,9/9/20,9/10/20,9/11/20,9/12/20,9/13/20,9/14/20,9/15/20,9/16/20,9/17/20,9/18/20,9/19/20,9/20/20,9/21/20,9/22/20,9/23/20,9/24/20,9/25/20,9/26/20,9/27/20,9/28/20,9/29/20
U3403177840,8,9,12,18,11,9,11,4,6,10,17,13,12,7,3,5,11,11,6,12,8,8,6,9,11,17,7,10,10,6,17,27,10,7,11,6,4,10,24,11,8,5,10,7,9,12,32,15,2,9,6,11,28,20,6,10,8,6,9,37,21,12,10,7,11,12,24,26,15,6,6,3,15,8,7,2,3,1,5,5,2,6,2,3,2,7,4,2,2,6,3,5,2,2,2,2,3,3,3,2,6,3,1,5,6,2,3,3,6,3,3,3,1,2,4,11,4,4,2,2,2,10,9,11,3,1,3,2,2,2,3,0,2,5,7,1,13,2,3,4,2,4,6,4,6,6,2,3,3,8,11,3,1,12,2,1,4,6,4,8,2,4,4,5,10,3,4,5,3,9,9,7,7,6,8,8,5,3,5,14,8,4,8,6,11,8,6,4,8,9,11,12,9,6,4,4,9,9,5,9,3,3,9,7,10,5,6,7,6,15,6,11,15,16,8,11,4,8,6,5,8,14,12,9,3,11,7,11,6,14,10,6,11,7,5,6,7,7,3,5,5,6,3,3,10,9,8,12,13,16,5,8,5,8,5,21,8,7,10,11,5,6,12,28,2,9,10,12,8,21,24,5,7
U3403179460,3,6,4,6,2,2,3,1,2,2,1,1,2,1,1,1,5,5,3,5,2,1,0,0,3,3,1,0,0,0,0,1,1,0,0,0,1,1,2,3,0,1,1,0,0,2,0,2,0,0,1,3,5,2,0,1,0,1,0,1,2,1,1,2,1,2,0,0,1,1,1,1,2,2,2,1,1,0,0,0,0,1,1,1,1,1,3,1,1,3,2,0,0,0,1,1,1,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,4,0,0,0,2,1,1,2,2,1,1,1,2,1,7,3,4,0,0,0,3,8,1,2,1,2,1,2,4,1,3,1,2,1,2,1,4,2,3,1,2,2,2,4,4,3,3,0,1,4,1,2,1,1,0,2,4,0,0,2,1,0,6,1,1,1,1,4,0,0,1,0,1,1,0,1,0,2,0,1,0,4,0,0,2,0,0,0,1,0,0,1,0,1,0,0,4,1,1,2,0,0,1,0,0,2,0,0,1,0,0,2,6,1,1,0,5,0,3,4,2,2,0,0,0,3,1,0,0,3,3,2,2,3,0,0,0,1,0,3,3,0,0
U3403182423,6,5,2,3,1,2,2,2,3,4,2,2,3,2,1,2,7,7,7,4,4,4,4,3,2,3,1,1,2,1,7,4,2,3,2,5,6,6,3,4,3,3,4,2,4,2,1,4,2,4,5,4,1,1,1,2,3,2,3,10,3,1,5,4,3,8,1,2,1,0,1,0,1,7,6,3,1,0,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,2,0,1,1,0,0,1,3,0,1,2,1,1,0,1,0,1,1,3,0,2,2,3,3,2,0,1,1,1,0,2,1,0,1,1,1,0,1,0,0,1,1,2,2,1,2,2,0,1,2,0,1,1,0,1,1,1,0,1,1,0,3,2,3,0,1,4,1,2,0,5,0,4,3,1,4,2,7,6,1,4,1,6,4,1,0,4,8,2,2,1,2,0,0,0,0,4,5,4,1,1,0,4,1,1,1,4,2,2,0,3,1,3,2,1,1,0,0,1,4,4,2,1,0,3,3,1,2,4,6,0,5,2,2,0,0,1,0,2,0,6,2,1,2,1,7,2,9,4,5,1,3,3,2,1,5,0,3,1,3,2,1,2,0,1,1,5,5,6,1,7,1
U3403504450,0,1,0,0,1,1,4,2,4,2,1,0,1,3,3,3,1,0,2,2,4,0,2,0,1,0,0,3,0,0,2,1,2,0,2,0,0,0,2,2,1,1,4,3,1,2,3,1,3,3,1,7,2,1,3,0,1,1,1,1,0,4,3,2,3,0,0,5,1,2,1,0,1,0,0,0,0,2,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,2,1,0,0,0,0,1,2,1,0,0,0,2,0,0,0,0,3,1,2,1,0,2,2,1,1,1,1,0,10,0,3,1,1,0,1,0,1,2,2,2,0,1,0,2,5,3,3,2,0,0,1,0,2,2,0,1,0,2,0,3,2,1,1,3,2,1,2,2,1,0,1,3,0,4,0,1,1,0,2,2,5,2,2,1,0,2,1,0,0,2,2,8,1,0,1,4,3,2,0,4,2,1,0,1,1,4,1,0,0,2,4,4,4,3,1,0,2,1,0,3,0,0,3,0,0,1,7,0,0,1,0,3,6,3,0,1,2,3,2,3,2,5,0,2,1,0,3,6,5,8,3,0,0,1,2,5,0,1,1,0,3,0,4,0,3,0,0,1,4,7,0,2
U3403505560,1,7,6,7,3,7,8,5,8,4,5,1,7,4,4,4,7,7,7,4,3,3,4,5,5,0,6,3,5,3,5,6,2,7,8,9,7,5,9,0,6,6,9,7,4,2,3,6,5,4,11,7,6,5,9,7,8,4,3,3,4,6,3,6,7,6,9,4,7,7,6,6,6,4,2,4,5,7,3,4,2,2,2,3,3,4,2,3,2,2,2,5,2,1,1,2,1,1,2,0,0,1,0,1,0,1,0,3,1,1,1,2,1,2,3,1,1,0,3,2,1,2,0,0,2,0,0,1,1,1,2,1,1,1,2,3,2,5,2,2,2,1,1,1,0,0,4,2,1,2,4,4,3,1,1,2,3,2,0,5,3,2,0,1,8,2,2,4,3,0,2,0,5,4,3,3,5,5,1,0,6,3,6,2,3,2,3,3,7,3,1,2,1,1,5,2,6,0,4,0,1,4,1,6,7,8,2,3,3,3,10,2,8,3,2,3,1,7,3,4,4,2,2,5,3,1,4,3,0,4,3,3,6,2,7,2,3,3,4,5,5,1,1,3,5,2,6,2,5,8,7,4,6,5,4,3,7,4,2,3,4,6,3,4,6,3,3,4,6,5,2,5,4
U3403505590,0,3,1,1,0,1,1,2,1,2,3,1,0,1,0,0,1,0,0,1,1,1,2,2,0,4,2,0,1,1,3,2,2,1,1,0,1,2,0,2,1,1,2,0,1,0,2,0,0,0,2,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,0,0,1,1,0,2,0,0,0,0,0,2,0,2,2,0,0,0,0,1,2,0,2,0,0,0,1,0,0,0,0,0,0,2,2,0,1,2,1,2,1,1,1,1,1,2,2,3,2,0,0,0,0,2,2,1,1,3,1,2,4,1,3,2,2,1,2,1,1,1,0,1,1,1,2,1,1,1,1,1,3,1,3,0,2,0,1,1,0,0,1,1,2,1,3,1,2,3,1,1,1,1,4,0,3,2,0,1,0,2,2,1,0,3,1,0,0,2,0,1,0,3,0,0,9,2,0,0,0,0,1,3,0,0,1,0,0,2,1,4,0,0
U3403506790,0,0,3,1,0,1,1,2,2,3,7,4,3,1,1,2,0,5,2,1,1,2,1,2,3,3,1,2,2,1,3,3,6,3,0,2,1,1,4,2,4,0,1,1,0,2,1,1,2,0,3,1,1,2,2,3,1,1,1,4,4,2,0,1,3,1,1,2,1,3,0,2,6,4,1,1,0,0,1,0,1,1,1,1,1,4,0,2,0,3,0,1,0,1,1,3,1,0,3,2,4,2,0,1,1,0,1,0,0,2,0,2,0,0,0,1,0,0,1,2,1,2,1,4,1,0,1,1,0,1,1,0,0,0,0,0,2,1,0,0,1,1,2,0,1,1,1,0,1,1,2,1,0,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,1,2,2,1,1,1,3,0,2,0,3,2,0,2,2,3,1,0,0,1,1,2,3,0,5,2,1,3,0,2,0,4,1,1,1,1,1,2,7,4,0,0,2,0,0,2,6,2,2,2,2,2,7,7,2,2,5,0,2,6,0,1,0,2,4,0,2,4,3,2,4,3,2,5,4,1,2,6,3,1,0,3,6,3,3,1,0,2,3,0,2,2,1,0,1,2,0,1,0,0,0,4,1,2,0
U3403507180,0,4,2,0,3,6,4,3,3,4,2,1,2,7,4,7,5,3,6,2,6,6,5,5,5,3,5,3,1,2,4,1,3,2,1,2,2,5,1,2,4,1,3,5,6,2,2,2,5,7,7,2,5,8,4,6,2,4,3,1,0,2,1,5,3,6,4,2,3,5,5,4,3,0,4,3,3,3,9,3,1,0,0,2,2,3,3,2,0,1,0,3,4,2,0,0,3,3,2,1,4,2,0,3,2,5,4,5,1,1,3,2,2,3,2,2,3,5,2,2,3,6,1,2,3,2,1,4,7,0,1,5,3,3,4,3,1,3,2,2,3,5,8,0,0,0,1,2,4,1,1,3,2,3,2,2,6,1,3,4,3,4,2,4,1,3,4,1,3,2,0,4,4,2,5,3,3,4,1,5,3,3,2,2,2,2,4,19,4,3,2,1,1,2,2,7,1,10,5,1,0,3,2,2,9,4,4,2,3,2,5,2,9,8,3,7,3,5,7,0,4,8,4,4,6,5,7,1,0,3,7,2,2,7,7,9,1,2,2,7,3,0,5,5,3,3,3,3,4,0,1,3,1,3,2,3,5,4,1,1,3,0,1,4,3,3,5,1,0,3,3,9,2
U3403507720,23,23,29,47,34,19,23,29,28,27,45,131,26,20,19,22,24,12,24,27,26,22,25,19,25,24,17,16,20,24,18,40,25,17,21,12,18,23,35,31,30,16,24,20,22,32,38,46,21,25,32,21,50,25,18,11,21,30,28,46,38,26,14,15,20,18,30,24,20,13,15,14,13,32,18,9,15,8,10,1,7,3,7,5,6,6,12,5,3,9,3,6,5,6,6,5,7,5,13,7,12,13,6,5,11,6,9,16,11,7,8,6,8,12,4,12,6,6,8,6,8,11,15,4,7,3,7,8,12,13,7,11,8,8,7,7,16,11,8,11,11,9,14,9,11,5,4,14,6,9,24,19,15,14,10,11,9,25,12,12,15,13,16,13,18,16,21,12,28,12,19,27,11,13,18,9,11,10,23,28,13,14,6,11,19,11,14,16,11,18,20,20,40,29,10,32,17,20,22,32,59,34,27,19,45,34,67,39,34,16,25,32,30,50,31,24,20,38,31,38,62,49,24,39,31,27,35,28,26,33,28,29,33,25,61,35,30,16,21,22,19,20,17,33,24,39,17,17,44,30,18,27,21,23,26,40,68,26,20,22,16,14,57,38,22,24,21,27,24,47,23,41,21
U3403522890,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
U3403524900,18,33,26,47,31,37,33,41,43,53,43,25,39,30,28,31,30,42,39,34,25,30,34,27,59,34,31,35,34,38,28,41,18,37,31,28,41,28,47,43,34,42,32,33,25,23,28,37,31,34,52,39,51,32,39,25,39,32,26,56,25,33,42,35,48,31,25,35,28,45,39,28,22,35,14,23,14,29,18,10,9,3,13,20,13,18,8,4,2,15,14,17,17,11,9,5,14,12,15,12,13,12,6,14,18,17,21,15,9,7,21,17,18,18,22,11,5,13,16,16,17,15,12,8,13,17,25,13,10,13,16,18,15,15,13,13,4,5,14,11,10,16,10,16,10,8,19,14,15,10,18,13,16,14,17,10,14,22,10,12,15,15,11,14,20,6,15,18,26,14,12,20,15,17,29,39,28,22,26,17,20,27,19,27,17,12,10,21,30,23,28,11,20,16,25,35,24,43,33,36,28,14,30,20,21,26,27,26,20,31,36,35,31,20,27,27,15,29,27,27,23,21,34,34,31,22,39,26,22,27,32,22,31,30,25,34,27,27,34,30,14,21,19,26,37,35,38,24,34,14,16,33,29,31,27,46,20,24,25,32,29,28,35,24,18,29,28,26,40,32,38,20,20
U3403527510,0,1,1,5,4,1,3,3,3,2,2,4,1,5,3,5,1,6,1,1,3,1,3,2,1,1,0,4,1,1,2,2,7,0,1,3,1,4,5,4,0,4,2,2,4,6,3,4,3,5,2,4,3,2,1,2,4,3,4,2,3,1,2,3,4,4,4,1,0,1,4,4,4,7,1,5,4,3,4,1,1,1,1,4,3,2,1,1,1,2,3,2,2,1,1,0,0,1,1,3,1,0,0,2,2,1,2,0,4,0,1,1,1,1,1,2,1,1,1,4,1,2,0,0,0,2,4,3,2,2,1,2,2,3,4,0,0,3,0,3,2,2,0,0,0,2,3,3,1,3,5,0,3,1,4,3,2,2,0,2,1,2,1,0,1,3,0,2,5,1,5,2,0,2,5,6,1,1,3,3,2,3,4,2,3,3,0,6,3,2,5,4,18,2,5,2,3,5,3,27,32,2,5,3,6,2,9,4,3,5,5,3,2,2,5,4,6,11,3,6,6,2,6,5,11,4,4,13,1,5,3,3,3,1,7,2,2,2,1,3,3,4,6,5,6,5,2,2,1,4,1,5,1,3,9,4,2,5,4,5,2,4,4,4,3,2,3,3,6,3,5,4,2
U3403531890,16,8,11,8,4,8,4,9,4,7,5,9,4,3,8,2,7,3,12,9,6,6,4,6,7,14,6,10,9,3,10,12,11,7,7,3,1,9,11,14,3,4,4,2,7,3,8,8,4,2,4,8,12,5,7,4,6,4,8,5,6,4,1,10,6,3,7,11,7,4,7,8,4,5,4,0,1,4,4,5,1,1,1,3,3,6,0,1,0,2,2,3,0,1,1,5,2,3,2,1,1,3,0,1,2,1,6,7,4,2,1,1,0,4,2,4,2,4,1,2,1,2,4,1,2,4,4,5,4,3,5,0,1,7,5,7,13,4,6,4,5,5,0,1,5,8,2,3,6,2,7,10,0,2,4,5,6,3,7,4,4,7,2,5,11,5,1,9,12,8,8,9,12,13,5,4,12,9,6,7,11,5,6,5,10,6,4,6,3,3,4,9,4,13,4,10,4,4,8,6,8,5,8,3,9,7,4,3,8,12,2,6,20,8,11,7,3,6,10,10,12,2,4,6,11,7,8,13,4,3,7,5,11,8,9,3,2,5,4,7,3,8,11,6,3,3,5,7,3,6,3,8,3,5,6,12,16,3,6,0,5,5,7,8,2,2,2,4,11,18,12,6,4
U3403543620,1,0,1,5,2,2,2,2,2,3,1,2,5,2,5,3,0,0,2,0,2,2,4,3,1,0,3,4,2,3,0,3,9,1,2,2,4,0,3,4,1,1,4,3,0,4,0,1,2,5,3,2,9,2,3,0,1,1,3,11,3,0,1,4,2,1,2,4,5,0,1,1,1,2,0,0,0,0,1,1,0,0,0,0,0,3,1,0,1,1,0,1,0,3,1,0,3,0,2,0,0,0,0,0,0,1,1,1,4,0,1,1,2,1,0,0,0,1,0,0,0,1,0,1,1,0,1,2,2,0,0,2,0,0,1,1,2,1,0,1,1,2,1,1,0,3,0,0,0,3,4,1,1,4,0,1,0,0,0,1,2,3,7,0,5,2,0,0,4,1,1,0,1,0,1,3,5,4,0,1,3,1,3,6,4,1,4,0,0,1,5,3,3,2,3,0,3,6,1,2,1,1,0,2,0,3,8,2,1,1,0,0,4,0,3,1,1,5,1,0,6,1,1,1,4,0,2,2,2,0,2,0,2,2,4,0,1,2,5,2,2,1,0,1,3,2,3,5,5,1,6,1,1,4,1,4,3,1,2,1,2,2,5,6,2,2,3,4,4,6,3,0,1
U3403546590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3403547580,2,4,5,3,4,3,3,3,3,2,3,7,4,2,6,2,5,3,1,5,6,5,2,4,5,12,5,4,2,6,6,4,4,10,4,2,7,5,10,5,4,1,4,2,1,5,1,5,6,3,1,4,3,5,6,2,1,3,2,11,5,4,4,7,2,2,2,1,5,2,5,2,3,3,2,3,2,2,1,2,1,1,3,2,3,3,3,5,2,2,1,1,3,1,1,2,2,2,1,1,1,1,1,1,0,1,1,1,3,1,3,0,1,2,1,3,1,1,2,1,1,2,1,2,4,0,1,3,1,2,1,3,1,4,5,3,1,1,2,0,4,2,5,4,4,4,4,1,1,2,3,2,2,2,2,4,1,3,2,1,2,2,5,3,5,1,1,2,3,5,4,1,3,4,3,5,1,6,6,3,4,0,4,6,4,4,6,4,3,5,4,5,1,2,4,3,3,4,2,2,1,5,7,5,5,5,1,1,1,4,5,5,3,5,4,5,4,3,3,4,3,4,4,4,4,3,4,1,1,7,3,2,2,2,1,1,2,5,6,2,5,2,1,7,4,2,7,5,2,3,4,4,4,2,3,2,2,7,8,4,3,4,0,1,3,3,4,2,5,2,1,5,1
U3403553280,4,4,8,14,2,2,5,2,4,4,2,3,1,2,2,3,4,0,0,7,3,0,4,1,1,1,1,2,2,4,5,5,6,1,2,3,3,6,4,2,2,2,9,2,10,1,2,12,5,7,3,4,6,1,3,0,2,1,3,11,1,1,4,3,4,5,3,4,6,4,3,3,5,2,2,4,3,1,8,2,2,0,0,2,1,1,0,0,1,2,1,0,0,3,0,0,0,2,0,1,2,2,0,0,0,1,3,3,2,0,0,2,2,2,3,3,0,1,2,3,0,0,3,0,0,2,0,2,4,1,1,1,0,1,6,3,4,3,2,2,2,2,2,2,0,0,3,2,3,6,8,5,1,1,1,2,1,5,0,0,1,3,2,1,4,1,2,1,2,3,5,2,5,1,2,4,6,6,5,5,1,2,7,1,4,2,4,1,2,6,5,2,7,1,2,3,4,3,7,7,0,2,1,1,4,5,3,2,3,3,1,2,6,1,4,2,4,6,2,3,9,7,6,2,4,2,3,9,1,0,3,1,2,7,4,2,1,3,1,6,2,7,3,4,1,2,4,3,3,3,4,5,0,2,0,6,4,8,0,4,0,1,2,1,4,1,2,9,5,5,2,4,2
U3403557300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,4,6,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,2,0,1,0,1,0
U3403561980,1,2,4,1,2,2,1,1,2,1,0,1,4,1,3,2,1,2,6,3,0,2,0,2,2,0,0,2,0,0,1,0,0,1,1,2,2,1,2,3,1,2,1,1,1,0,2,3,5,2,2,1,5,2,1,2,3,0,2,0,2,0,2,2,0,3,1,2,1,2,5,1,1,1,0,0,1,2,3,1,0,0,0,1,1,1,1,1,1,3,1,1,3,1,1,1,0,0,0,2,1,2,1,1,0,1,2,4,0,1,0,0,3,1,2,1,1,1,0,1,3,0,1,1,1,2,0,0,1,1,1,1,1,0,0,4,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,2,0,2,1,0,0,0,0,1,1,2,0,1,2,1,0,0,0,0,0,0,0,1,0,2,0,1,2,5,0,0,0,0,1,0,0,3,0,0,0,0,3,2,2,4,0,0,0,1,0,3,1,4,1,0,4,1,3,3,2,6,0,0,0,0,3,0,2,1,1,2,1,1,0,2,0,0,1,0,1,7,5,1,2,0,1,4,0,1,5,2,0,0,5,6,1,1,0,3,0,1,0,0,1,0,2,5,0,0,5,2,1,3,3,3,7,3,3,2
U3403564320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3403568460,6,5,2,6,3,3,8,5,3,17,5,10,5,3,4,3,4,10,4,6,5,3,4,2,5,6,1,4,0,2,6,4,2,1,3,2,2,2,8,2,2,3,2,7,2,3,6,2,2,2,4,2,15,2,2,0,1,3,3,6,1,1,3,4,1,5,8,4,1,5,3,5,5,7,3,2,2,3,5,2,1,1,1,1,1,0,2,1,0,1,0,0,0,0,2,2,1,1,1,2,0,1,0,1,1,1,1,1,3,1,2,1,3,1,0,2,0,1,1,1,0,4,2,0,3,3,1,1,3,1,1,2,1,2,3,3,1,0,4,1,0,3,5,0,1,0,1,1,0,2,0,0,1,0,0,0,2,5,0,7,0,1,3,2,4,3,1,1,2,3,5,6,7,1,3,0,4,4,11,4,4,2,2,1,1,3,1,4,3,2,3,2,10,0,2,1,3,9,6,5,1,2,2,4,3,3,3,1,6,7,0,3,12,4,5,6,0,3,0,0,13,2,4,3,2,4,2,11,3,0,3,6,3,4,4,4,5,2,3,1,4,2,3,3,2,3,6,3,11,7,2,0,2,5,4,7,2,1,1,2,5,2,8,3,1,1,0,2,5,12,6,5,0
U3403568730,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,3,0,3,1,0,0,3,1,0,1,0,1,1,0,1,1,0,1,0,0,1,4,2,2,0,0,0,4,0,2,1,1,3,2,1,1,1,0,2,1,1,0,0,0,0,3,4,1,1,6,1,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,2,1,1,1,0,0,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,3,1,1,1,2,2,1,1,2,0,0,0,2,0,1,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,2,1,0,3,0,0,1,4,1,1,2,1,0,0,2,1,1,1,2,1,1,1,1,1,1,3,3,1,2,1,0,3,0,1,2,2,1,0,0,3,2,0,2,0,0,1,4,1,1,1,0,2,2,2,3,0,0,0,1,1,0,0,3,0,2,0,3,1,0,1,2,1,0,4,2,0,2,0,0,4,1,1,2,0,3,0,0,1,1,2,1,0,1,0,1,4,1,0,0,0,1,0,1,1,0
